num,cat,ami
frame_count,vocal_channel,0.2948686581089681
frame_count,emotion,0.0710415700638314
frame_count,emotional_intensity,0.017732781523153662
frame_count,statement,0.0004884147038816122
frame_count,repetition,-0.0005091626125433216
frame_count,actor,0.05761691052848044
frame_count,sex,0.018423001360247996
sum,vocal_channel,0.038927471935569426
sum,emotion,0.026154208100830773
sum,emotional_intensity,0.013566524113863714
sum,statement,0.003883047346659766
sum,repetition,-0.00036811754311663744
sum,actor,0.10810987678032478
sum,sex,0.03262562747006715
mean,vocal_channel,0.02882126930172067
mean,emotion,0.025273774090105807
mean,emotional_intensity,0.013228875718370017
mean,statement,0.004117287769586502
mean,repetition,-0.00013439271828861841
mean,actor,0.11177132204422592
mean,sex,0.0340080492043069
std,vocal_channel,0.053315751627768256
std,emotion,0.10607365341218444
std,emotional_intensity,0.06507275872144218
std,statement,0.0005268318452720456
std,repetition,-0.00021694524743227865
std,actor,0.05182608748180918
std,sex,0.004272969201021261
min,vocal_channel,0.021260628013127458
min,emotion,0.12594138261698784
min,emotional_intensity,0.07496676826329608
min,statement,-0.00034931350194152965
min,repetition,-0.0004620323184522755
min,actor,0.05079642750495367
min,sex,0.0011980686409014977
max,vocal_channel,0.017305044835723923
max,emotion,0.12947284402007192
max,emotional_intensity,0.0757384658145735
max,statement,-0.00043562985935694133
max,repetition,-0.00040582793856680353
max,actor,0.04837983218457242
max,sex,0.0006178415053637929
q01,vocal_channel,0.046840567738927974
q01,emotion,0.10970552138163352
q01,emotional_intensity,0.06849904728351076
q01,statement,-0.00035778511244366593
q01,repetition,-0.00024687010191949135
q01,actor,0.05101633404090045
q01,sex,0.004288471962677027
q05,vocal_channel,0.07421644408532142
q05,emotion,0.09894087551710974
q05,emotional_intensity,0.061827433062787145
q05,statement,0.0021105013936068254
q05,repetition,0.00010843390025413564
q05,actor,0.04570618570483874
q05,sex,0.0026523194462495596
q25,vocal_channel,0.20688123406241637
q25,emotion,0.04619673026948269
q25,emotional_intensity,0.02798416090556559
q25,statement,0.0006150390791037189
q25,repetition,-0.0005919043967706343
q25,actor,0.09158216840403224
q25,sex,0.0039545568515961015
q75,vocal_channel,0.2265629510517497
q75,emotion,0.04429458486529918
q75,emotional_intensity,0.024758106254448024
q75,statement,0.002621549494891774
q75,repetition,-0.0008861730107136304
q75,actor,0.07505627069381948
q75,sex,0.006641809218209076
q95,vocal_channel,0.06909528196412572
q95,emotion,0.09751313137685402
q95,emotional_intensity,0.061012462502432356
q95,statement,0.001475819927064414
q95,repetition,-0.00045670740872956337
q95,actor,0.05039762291336858
q95,sex,0.003533994003395298
q99,vocal_channel,0.044018774502437595
q99,emotion,0.107581876893969
q99,emotional_intensity,0.06782654064927061
q99,statement,-0.0005459849567723138
q99,repetition,-0.0006465906546394331
q99,actor,0.053617716633375084
q99,sex,0.0033793021427288806
kur,vocal_channel,0.17506789705358297
kur,emotion,0.038445063414245945
kur,emotional_intensity,0.004269558502326212
kur,statement,0.012192451689502929
kur,repetition,0.000556447565438818
kur,actor,0.03158673461820206
kur,sex,0.00716271277267724
skew,vocal_channel,0.008280170857777982
skew,emotion,0.02999467961782816
skew,emotional_intensity,0.007770584691439714
skew,statement,0.0005578533795764947
skew,repetition,-0.0008469385515480795
skew,actor,0.12453313982074128
skew,sex,0.020574428504862574
lag1_std,vocal_channel,0.01818418203109352
lag1_std,emotion,0.11722110494952453
lag1_std,emotional_intensity,0.07002304710812561
lag1_std,statement,0.010077940082074195
lag1_std,repetition,-0.00046304279648219784
lag1_std,actor,0.045121250364593184
lag1_std,sex,0.01254431383027956
lag1_min,vocal_channel,0.005224662791109261
lag1_min,emotion,0.11641403666748809
lag1_min,emotional_intensity,0.059681230442016474
lag1_min,statement,0.004426702333470503
lag1_min,repetition,-0.0009550898484012539
lag1_min,actor,0.05660913031314572
lag1_min,sex,0.02133909887639249
lag1_max,vocal_channel,0.0050268556602736745
lag1_max,emotion,0.11900156375280256
lag1_max,emotional_intensity,0.06308617865458573
lag1_max,statement,0.003071621991938367
lag1_max,repetition,-3.123792991356855e-05
lag1_max,actor,0.05762769901373279
lag1_max,sex,0.019317411119830864
lag1_q01,vocal_channel,0.016271384655874896
lag1_q01,emotion,0.12210611797707864
lag1_q01,emotional_intensity,0.06861065534801124
lag1_q01,statement,0.014919855435188832
lag1_q01,repetition,-0.0007208599562080423
lag1_q01,actor,0.039991256098275564
lag1_q01,sex,0.010441078627629457
lag1_q05,vocal_channel,0.03882922319063708
lag1_q05,emotion,0.11694389600691248
lag1_q05,emotional_intensity,0.06926275366144695
lag1_q05,statement,0.003422048164826258
lag1_q05,repetition,-0.0008370680852655989
lag1_q05,actor,0.04300661627332088
lag1_q05,sex,0.009577666996007504
lag1_q95,vocal_channel,0.04309073878921904
lag1_q95,emotion,0.11179712426223141
lag1_q95,emotional_intensity,0.0676992448317509
lag1_q95,statement,0.004313716536255045
lag1_q95,repetition,-0.000981346467638172
lag1_q95,actor,0.043693659257924254
lag1_q95,sex,0.010242341618061071
lag1_q99,vocal_channel,0.021494648362400594
lag1_q99,emotion,0.11787322104844002
lag1_q99,emotional_intensity,0.06860998912571036
lag1_q99,statement,0.012099899669193408
lag1_q99,repetition,-0.0007993625595008116
lag1_q99,actor,0.04101186096516601
lag1_q99,sex,0.010900131057922771
lag1_kur,vocal_channel,0.09206464643101614
lag1_kur,emotion,0.03613736824504185
lag1_kur,emotional_intensity,0.015629561257945686
lag1_kur,statement,0.029661742176618187
lag1_kur,repetition,0.00033571316530843536
lag1_kur,actor,0.03201009350233713
lag1_kur,sex,0.0065196962189135906
lag1_skew,vocal_channel,0.018134007796352596
lag1_skew,emotion,0.015514504567686719
lag1_skew,emotional_intensity,1.9863035788250387e-05
lag1_skew,statement,0.05321459135942229
lag1_skew,repetition,0.00011575864344335906
lag1_skew,actor,0.03454728097234225
lag1_skew,sex,0.012544826079527407
zc_sum,vocal_channel,0.014867086346832571
zc_sum,emotion,0.02760546204830421
zc_sum,emotional_intensity,0.022324735372907037
zc_sum,statement,0.009332864787598951
zc_sum,repetition,-0.00019638946825617498
zc_sum,actor,0.10077646179962138
zc_sum,sex,0.06306277032343201
zc_mean,vocal_channel,0.018591172555702345
zc_mean,emotion,0.0401629632240694
zc_mean,emotional_intensity,0.01668306258938005
zc_mean,statement,0.011578282865220021
zc_mean,repetition,-0.0008287894564099839
zc_mean,actor,0.093724151466011
zc_mean,sex,0.05066144613829074
zc_std,vocal_channel,0.018591172555702345
zc_std,emotion,0.0401629632240694
zc_std,emotional_intensity,0.01668306258938005
zc_std,statement,0.011578282865220021
zc_std,repetition,-0.0008287894564099839
zc_std,actor,0.093724151466011
zc_std,sex,0.05066144613829074
zc_kur,vocal_channel,0.018591172555702345
zc_kur,emotion,0.040162963224069384
zc_kur,emotional_intensity,0.01668306258938005
zc_kur,statement,0.011578282865220021
zc_kur,repetition,-0.0008287894564099839
zc_kur,actor,0.09372415146601101
zc_kur,sex,0.05066144613829074
zc_skew,vocal_channel,0.018591172555702345
zc_skew,emotion,0.040162963224069384
zc_skew,emotional_intensity,0.01668306258938005
zc_skew,statement,0.011578282865220021
zc_skew,repetition,-0.0008287894564099839
zc_skew,actor,0.09372415146601101
zc_skew,sex,0.05066144613829074
mfcc_sum,vocal_channel,0.09515204937303602
mfcc_sum,emotion,0.061974322044522634
mfcc_sum,emotional_intensity,0.01179843247357642
mfcc_sum,statement,-0.00019489271845261235
mfcc_sum,repetition,-0.00017180000600941695
mfcc_sum,actor,0.09378634168672241
mfcc_sum,sex,0.07685006403056814
mfcc_mean,vocal_channel,0.004604776296656656
mfcc_mean,emotion,0.060369229812542946
mfcc_mean,emotional_intensity,0.03567539062451926
mfcc_mean,statement,-0.0005980798301327135
mfcc_mean,repetition,-0.00043690685325753747
mfcc_mean,actor,0.16013687231465507
mfcc_mean,sex,0.1138470564113068
mfcc_std,vocal_channel,0.051794753430474676
mfcc_std,emotion,0.10381268875499242
mfcc_std,emotional_intensity,0.07343553139351429
mfcc_std,statement,-0.0005374243618445029
mfcc_std,repetition,-0.0004056008064028055
mfcc_std,actor,0.04978290642683403
mfcc_std,sex,0.004776542711493331
mfcc_min,vocal_channel,0.03355644052674202
mfcc_min,emotion,0.10792319741098996
mfcc_min,emotional_intensity,0.07754562317121975
mfcc_min,statement,-0.0006931428879374524
mfcc_min,repetition,-0.0005571198690497481
mfcc_min,actor,0.04715499565422338
mfcc_min,sex,0.006142446887283624
mfcc_max,vocal_channel,0.03548217037820081
mfcc_max,emotion,0.022266257106634216
mfcc_max,emotional_intensity,0.017301446138431036
mfcc_max,statement,-0.000528153899951916
mfcc_max,repetition,-0.0007067244703146032
mfcc_max,actor,0.11804203207486574
mfcc_max,sex,0.11850177909233943
mfcc_q01,vocal_channel,0.032397234474879216
mfcc_q01,emotion,0.10467857927244095
mfcc_q01,emotional_intensity,0.07540927602609897
mfcc_q01,statement,-0.00035653916547326216
mfcc_q01,repetition,-0.0002935843061447478
mfcc_q01,actor,0.04820305766258031
mfcc_q01,sex,0.0052658577122562744
mfcc_q05,vocal_channel,0.013588969020191794
mfcc_q05,emotion,0.019053402319888505
mfcc_q05,emotional_intensity,0.0045073823857042705
mfcc_q05,statement,0.002988907662935937
mfcc_q05,repetition,-0.00011207680163651048
mfcc_q05,actor,0.11790425218577974
mfcc_q05,sex,0.13573572876115406
mfcc_q25,vocal_channel,0.13000364176435075
mfcc_q25,emotion,0.02994289129158281
mfcc_q25,emotional_intensity,0.01293726506891583
mfcc_q25,statement,0.0015924074716915037
mfcc_q25,repetition,-0.0003274333910522679
mfcc_q25,actor,0.13100254542792325
mfcc_q25,sex,0.15086411940366892
mfcc_q95,vocal_channel,0.004760744040108406
mfcc_q95,emotion,0.031033178941211374
mfcc_q95,emotional_intensity,0.002113806379497068
mfcc_q95,statement,0.0005378620289160278
mfcc_q95,repetition,0.0007858433793701235
mfcc_q95,actor,0.1150746156874105
mfcc_q95,sex,0.11812364671681803
mfcc_q99,vocal_channel,0.0672839049314468
mfcc_q99,emotion,0.025705822915162154
mfcc_q99,emotional_intensity,0.019482111119139143
mfcc_q99,statement,0.0007308906070713942
mfcc_q99,repetition,-0.0007263507745360235
mfcc_q99,actor,0.16365410470610978
mfcc_q99,sex,0.22021877973146256
mfcc_kur,vocal_channel,0.000362479734680273
mfcc_kur,emotion,0.09956574490208576
mfcc_kur,emotional_intensity,0.042738261996461656
mfcc_kur,statement,0.0029659396407781275
mfcc_kur,repetition,0.00032238717018571035
mfcc_kur,actor,0.04454064072240826
mfcc_kur,sex,0.005431708495796755
mfcc_skew,vocal_channel,0.05511989659504384
mfcc_skew,emotion,0.049692855760723624
mfcc_skew,emotional_intensity,0.01893678858882571
mfcc_skew,statement,0.0010992428022788706
mfcc_skew,repetition,0.0001031157621672115
mfcc_skew,actor,0.06276012696605024
mfcc_skew,sex,0.023336370403506484
sc_sum,vocal_channel,0.007115665641025113
sc_sum,emotion,0.01150282161132856
sc_sum,emotional_intensity,0.003919534009714254
sc_sum,statement,0.002051682616934388
sc_sum,repetition,-7.136375071210872e-05
sc_sum,actor,0.0850078977073986
sc_sum,sex,0.007525926825407725
sc_mean,vocal_channel,0.12051765740140667
sc_mean,emotion,0.01625430619848498
sc_mean,emotional_intensity,0.004646520624468702
sc_mean,statement,0.0023965853050074656
sc_mean,repetition,-0.0003809071576998814
sc_mean,actor,0.07942866674986734
sc_mean,sex,0.008996705608964931
sc_std,vocal_channel,0.015033809161511933
sc_std,emotion,0.024596283203764675
sc_std,emotional_intensity,0.0212887129711975
sc_std,statement,0.0011103496152251057
sc_std,repetition,-0.00012731561616031884
sc_std,actor,0.1305237705464034
sc_std,sex,0.008226443588668461
sc_max,vocal_channel,0.007370585064325178
sc_max,emotion,0.004594639603940034
sc_max,emotional_intensity,0.0050889053760716065
sc_max,statement,0.0007948635005501539
sc_max,repetition,-0.0006842162277185101
sc_max,actor,0.12994462472911156
sc_max,sex,0.027569538585003668
sc_q25,vocal_channel,0.04416247335410005
sc_q25,emotion,0.03709455348576332
sc_q25,emotional_intensity,0.01637241525009758
sc_q25,statement,-0.0003580920612139409
sc_q25,repetition,7.987618549294383e-05
sc_q25,actor,0.05765014249155866
sc_q25,sex,0.018769079555651304
sc_q50,vocal_channel,0.17444526990927647
sc_q50,emotion,0.05044356143456483
sc_q50,emotional_intensity,0.014180618644654095
sc_q50,statement,0.0017131850972949866
sc_q50,repetition,-0.00021203130764112455
sc_q50,actor,0.057427040336420765
sc_q50,sex,0.0193959936866945
sc_q75,vocal_channel,0.051207460109157193
sc_q75,emotion,0.02037274392623504
sc_q75,emotional_intensity,0.014068696192928533
sc_q75,statement,0.0044333598067255505
sc_q75,repetition,-0.0005032631337955979
sc_q75,actor,0.1106409851161715
sc_q75,sex,0.013770749886023196
sc_q95,vocal_channel,0.014974915068268892
sc_q95,emotion,0.0068222252159317095
sc_q95,emotional_intensity,0.007594626246974217
sc_q95,statement,0.0005875924746131363
sc_q95,repetition,6.953224532024082e-05
sc_q95,actor,0.17663641461592083
sc_q95,sex,0.018814061826184256
sc_q99,vocal_channel,0.013577746233699419
sc_q99,emotion,0.006262430823351459
sc_q99,emotional_intensity,0.005954474677463043
sc_q99,statement,0.0007384695120313813
sc_q99,repetition,-6.932473603558474e-05
sc_q99,actor,0.1577170003412856
sc_q99,sex,0.021411809553976865
sc_kur,vocal_channel,0.036191793010858384
sc_kur,emotion,0.02532562401566669
sc_kur,emotional_intensity,0.021486853048474357
sc_kur,statement,0.006745836652250373
sc_kur,repetition,0.000304920417287623
sc_kur,actor,0.05147587400246573
sc_kur,sex,0.005606829327733232
sc_skew,vocal_channel,0.16435260554921502
sc_skew,emotion,0.03142474298004322
sc_skew,emotional_intensity,0.015155221092881034
sc_skew,statement,0.00292982876151362
sc_skew,repetition,0.0003013217870766104
sc_skew,actor,0.04513403105559512
sc_skew,sex,0.00957530945365821
stft_sum,vocal_channel,0.00907395423290358
stft_sum,emotion,0.02062203787695329
stft_sum,emotional_intensity,0.001774751081855719
stft_sum,statement,0.0005511379887510044
stft_sum,repetition,-0.0006373802647031278
stft_sum,actor,0.1543022056599088
stft_sum,sex,0.1488720981171523
stft_mean,vocal_channel,0.11449192992900967
stft_mean,emotion,0.01844931684034609
stft_mean,emotional_intensity,0.004887365075087923
stft_mean,statement,0.0006350769841868998
stft_mean,repetition,0.00038799944823478694
stft_mean,actor,0.14161074808868104
stft_mean,sex,0.14202176242133843
stft_std,vocal_channel,0.07521062511706224
stft_std,emotion,0.02315261090679116
stft_std,emotional_intensity,0.006038181437153558
stft_std,statement,0.0007800975665358855
stft_std,repetition,-0.0004023626618098117
stft_std,actor,0.11909286287731717
stft_std,sex,0.14585577121001858
stft_q25,vocal_channel,0.11824791220880168
stft_q25,emotion,0.026589798356144834
stft_q25,emotional_intensity,0.009078923257730851
stft_q25,statement,0.0015484314532735082
stft_q25,repetition,-0.0004389117836381663
stft_q25,actor,0.16709316019593262
stft_q25,sex,0.18906504193681775
stft_q50,vocal_channel,0.1171846750368171
stft_q50,emotion,0.02005990691033559
stft_q50,emotional_intensity,0.005841239451314344
stft_q50,statement,0.0006960603270918647
stft_q50,repetition,0.00026914818385616454
stft_q50,actor,0.11871335967780919
stft_q50,sex,0.10900658358059208
stft_q75,vocal_channel,0.06287711343136244
stft_q75,emotion,0.008675834015162828
stft_q75,emotional_intensity,0.003185418748594536
stft_q75,statement,0.00030224289648614724
stft_q75,repetition,0.00017116747226771586
stft_q75,actor,0.11843970158521992
stft_q75,sex,0.0793527841627999
stft_kur,vocal_channel,0.01313836813673924
stft_kur,emotion,0.008257772657535658
stft_kur,emotional_intensity,0.00047884955753928806
stft_kur,statement,0.0018071663752401807
stft_kur,repetition,-0.0007619196117456009
stft_kur,actor,0.04939319593679184
stft_kur,sex,0.011628671771986735
stft_skew,vocal_channel,0.12290348659883248
stft_skew,emotion,0.01896203159281927
stft_skew,emotional_intensity,0.004444901775421024
stft_skew,statement,0.00028528782501217187
stft_skew,repetition,9.670701877668483e-05
stft_skew,actor,0.10163147666723256
stft_skew,sex,0.08378644565912262
length_w1,vocal_channel,0.2954309260328228
length_w1,emotion,0.07108133960503037
length_w1,emotional_intensity,0.017444912653018292
length_w1,statement,0.00028822854366330005
length_w1,repetition,-0.0005699193092071245
length_w1,actor,0.05754115275238361
length_w1,sex,0.018426808158980647
sum_w1,vocal_channel,0.10014380507128273
sum_w1,emotion,0.022474630301056932
sum_w1,emotional_intensity,0.01024528438505136
sum_w1,statement,0.0013875117386148268
sum_w1,repetition,0.00105687500371175
sum_w1,actor,0.06740687842648603
sum_w1,sex,0.03056960577960087
mean_w1,vocal_channel,0.08819233611919183
mean_w1,emotion,0.021477543344977253
mean_w1,emotional_intensity,0.01015443776661922
mean_w1,statement,0.0007139370704421428
mean_w1,repetition,0.00016907657629338375
mean_w1,actor,0.07159693627898991
mean_w1,sex,0.03270746234205563
std_w1,vocal_channel,0.22313389687054383
std_w1,emotion,0.04330400759999055
std_w1,emotional_intensity,0.021668439187714317
std_w1,statement,0.010257305880936731
std_w1,repetition,-0.0005730957206707168
std_w1,actor,0.060731060516159396
std_w1,sex,0.004622427485021978
min_w1,vocal_channel,0.2122425670084909
min_w1,emotion,0.05004682185797738
min_w1,emotional_intensity,0.020114907721229404
min_w1,statement,0.006402549783527469
min_w1,repetition,7.819340127438426e-05
min_w1,actor,0.03716962268772136
min_w1,sex,0.009415315357780578
max_w1,vocal_channel,0.21479509669430288
max_w1,emotion,0.0480134752064788
max_w1,emotional_intensity,0.019531108064672224
max_w1,statement,0.00847619528172271
max_w1,repetition,0.0015320273983423336
max_w1,actor,0.03704178826248991
max_w1,sex,0.008066177306386852
q01_w1,vocal_channel,0.22079940279164498
q01_w1,emotion,0.04419109038840775
q01_w1,emotional_intensity,0.023921296331747277
q01_w1,statement,0.007579061963144839
q01_w1,repetition,-0.0003131340692550645
q01_w1,actor,0.07209523981510467
q01_w1,sex,0.011784599017485443
q99_w1,vocal_channel,0.2203500345215249
q99_w1,emotion,0.04370739535220552
q99_w1,emotional_intensity,0.02332970545344925
q99_w1,statement,0.007813394189667327
q99_w1,repetition,-0.0006948642602794397
q99_w1,actor,0.0705289203468898
q99_w1,sex,0.007785626881400524
kur_w1,vocal_channel,0.08787991963563255
kur_w1,emotion,0.019747734785814833
kur_w1,emotional_intensity,0.008293580195639385
kur_w1,statement,0.0019826803674405846
kur_w1,repetition,-0.0003227367374222604
kur_w1,actor,0.04790773362257036
kur_w1,sex,0.018951221118206334
skew_w1,vocal_channel,0.02214090798869349
skew_w1,emotion,0.008588908939718967
skew_w1,emotional_intensity,0.00271491178332694
skew_w1,statement,0.00353824035811089
skew_w1,repetition,0.0008640768776067006
skew_w1,actor,0.022457556327300954
skew_w1,sex,0.0029390668731844533
lag1_std_w1,vocal_channel,0.17849544191552272
lag1_std_w1,emotion,0.04428781193759843
lag1_std_w1,emotional_intensity,0.02491187817886169
lag1_std_w1,statement,0.0017216315305519972
lag1_std_w1,repetition,0.0006580434610431114
lag1_std_w1,actor,0.05132478705436724
lag1_std_w1,sex,0.012772559501237303
lag1_min_w1,vocal_channel,0.13552558970574508
lag1_min_w1,emotion,0.055347106372439676
lag1_min_w1,emotional_intensity,0.02371762443179353
lag1_min_w1,statement,-0.00016494206447193428
lag1_min_w1,repetition,-0.00030169251970717047
lag1_min_w1,actor,0.0274318768392856
lag1_min_w1,sex,0.00583991287023442
lag1_max_w1,vocal_channel,0.14777179660672085
lag1_max_w1,emotion,0.05350412944883675
lag1_max_w1,emotional_intensity,0.023914513110215554
lag1_max_w1,statement,0.0005148646256008366
lag1_max_w1,repetition,-0.0001855215312623796
lag1_max_w1,actor,0.029309777542402757
lag1_max_w1,sex,0.0058929624833784534
lag1_kur_w1,vocal_channel,0.13411955736675052
lag1_kur_w1,emotion,0.02026489464752873
lag1_kur_w1,emotional_intensity,0.00875473180987821
lag1_kur_w1,statement,0.0007181798571498907
lag1_kur_w1,repetition,-0.00020384792918151615
lag1_kur_w1,actor,0.04184431029935045
lag1_kur_w1,sex,0.017042982274960785
lag1_skew_w1,vocal_channel,0.10591343585577907
lag1_skew_w1,emotion,0.024264422167897003
lag1_skew_w1,emotional_intensity,0.007373345826731098
lag1_skew_w1,statement,9.71055440760049e-05
lag1_skew_w1,repetition,4.748545453923139e-05
lag1_skew_w1,actor,0.016123106023418588
lag1_skew_w1,sex,0.00419173470883128
zc_sum_w1,vocal_channel,0.05722339664412771
zc_sum_w1,emotion,0.01537572826674856
zc_sum_w1,emotional_intensity,0.011918893110614634
zc_sum_w1,statement,0.0013340514377211475
zc_sum_w1,repetition,-0.00015690175052550357
zc_sum_w1,actor,0.10220068492189159
zc_sum_w1,sex,0.018300063276678654
zc_mean_w1,vocal_channel,0.019560496021073147
zc_mean_w1,emotion,0.012999817076922817
zc_mean_w1,emotional_intensity,0.01063173147288447
zc_mean_w1,statement,0.001443885153205936
zc_mean_w1,repetition,0.0003345288298843913
zc_mean_w1,actor,0.11546339686150145
zc_mean_w1,sex,0.01896967212818312
zc_std_w1,vocal_channel,0.019560496021073147
zc_std_w1,emotion,0.012999817076922817
zc_std_w1,emotional_intensity,0.01063173147288447
zc_std_w1,statement,0.001443885153205936
zc_std_w1,repetition,0.0003345288298843913
zc_std_w1,actor,0.11546339686150145
zc_std_w1,sex,0.01896967212818312
zc_kur_w1,vocal_channel,0.019560496021073147
zc_kur_w1,emotion,0.01299981707692282
zc_kur_w1,emotional_intensity,0.01063173147288447
zc_kur_w1,statement,0.001443885153205936
zc_kur_w1,repetition,0.0003345288298843913
zc_kur_w1,actor,0.11546339686150145
zc_kur_w1,sex,0.01896967212818312
zc_skew_w1,vocal_channel,0.019560496021073147
zc_skew_w1,emotion,0.01299981707692282
zc_skew_w1,emotional_intensity,0.01063173147288447
zc_skew_w1,statement,0.001443885153205936
zc_skew_w1,repetition,0.0003345288298843913
zc_skew_w1,actor,0.11546339686150145
zc_skew_w1,sex,0.01896967212818312
mfcc_sum_w1,vocal_channel,0.02560905215420096
mfcc_sum_w1,emotion,0.024892973471642404
mfcc_sum_w1,emotional_intensity,0.004734459917131838
mfcc_sum_w1,statement,0.002758966108425561
mfcc_sum_w1,repetition,-0.0004144498172025849
mfcc_sum_w1,actor,0.14318618383932466
mfcc_sum_w1,sex,0.0561972959528382
mfcc_mean_w1,vocal_channel,0.06156067373980756
mfcc_mean_w1,emotion,0.019262279702179468
mfcc_mean_w1,emotional_intensity,0.016037376563537785
mfcc_mean_w1,statement,0.0014162370309376267
mfcc_mean_w1,repetition,0.0002142057541318065
